match_id,team_id,team_name,player_id,player_name,player_nickname,jersey_number
7557,780,Portugal,5218,André Miguel Valente Silva,André Silva,9
7557,780,Portugal,20016,Kléper Laveran Lima Ferreira,Pepe,3
7557,797,Iran,5220,Morteza Pouraliganji,,8
7557,797,Iran,5224,Sardar Azmoun,,20
7557,797,Iran,5225,Omid Ebrahimi,,9
7557,797,Iran,5226,Mehdi Taremi,,17
7557,797,Iran,5227,Alireza Safar Beiranvand,Alireza Beiranvand,1
7557,797,Iran,5228,Seyed Majid Hosseini,Majid Hosseini,19
7557,797,Iran,5230,Ehsan Hajsafi,,3
7557,797,Iran,5231,Karim Ansarifard,,10
7557,797,Iran,5235,Ramin Rezaeian,,23
7557,797,Iran,5239,Alireza Jahanbakhsh,,18
7557,797,Iran,5240,Saman Ghoddos,,14
7557,797,Iran,5241,Vahid Amiri,,11
7557,797,Iran,5720,Milad Mohammadi,,5
7557,797,Iran,5722,Saeid Ezatolahi Afagh,Saeid Ezatolahi,6
7566,794,Mexico,3058,Javier Hernández Balcázar,Javier Hernández,14
7566,794,Mexico,5556,Miguel Arturo Layún Prado,Miguel Layún,7
7566,794,Mexico,5560,Carlos Alberto Vela Garrido,Carlos Vela,11
7566,794,Mexico,5563,José Andrés Guardado Hernández,Andrés Guardado,18
7566,794,Mexico,5564,Carlos Joel Salcedo Hernández,Carlos Salcedo,3
7566,794,Mexico,5567,Edson Omar Álvarez Velázquez,Edson Álvarez,21
7566,794,Mexico,5571,Hirving Rodrigo Lozano Bahena,Hirving Lozano,22
7566,794,Mexico,5573,Héctor Alfredo Moreno Herrera,Héctor Moreno,15
7566,794,Mexico,5575,Héctor Miguel Herrera López,Héctor Herrera,16
7566,794,Mexico,5576,Jesús Daniel Gallardo Vasconcelos,Jesús Gallardo,23
7566,794,Mexico,5577,Francisco Guillermo Ochoa Magaña,Guillermo Ochoa,13
7566,794,Mexico,5985,Jesús Manuel Corona Ruíz,Jesús Corona,17
7566,794,Mexico,6316,Oribe Peralta Morones,Oribe Peralta,19
7566,794,Mexico,6317,Marco Jhonfai Fabián De La Mora,Marco Fabián,8
7566,790,Sweden,3702,Victor Nilsson Lindelöf,Victor Lindelöf,3
